algo,run,qed,sim
MOL_MOEA_v10_bank,2,0.790068864822388,0.800000011920929
MOL_MOEA_v10_bank,2,0.57501232624054,0.0500000007450581
MOL_MOEA_v10_bank,2,0.602769911289215,0.0779220759868622
MOL_MOEA_v10_bank,2,0.93308299779892,0.253521114587784
MOL_MOEA_v10_bank,2,0.43879023194313,0.146067410707474
MOL_MOEA_v10_bank,2,0.430506855249405,0.0923076942563057
MOL_MOEA_v10_bank,2,0.755569994449615,1
MOL_MOEA_v10_bank,2,0.51168555021286,0.0178571436554193
MOL_MOEA_v10_bank,2,0.469512850046158,0.150000005960464
MOL_MOEA_v10_bank,2,0.466385453939438,0.0508474558591843
MOL_MOEA_v10_bank,2,0.483942151069641,0.0508474558591843
MOL_MOEA_v10_bank,2,0.443120419979095,0.101123593747616
MOL_MOEA_v10_bank,2,0.48065459728241,0.0617283955216408
MOL_MOEA_v10_bank,2,0.946049690246582,0.213333338499069
MOL_MOEA_v10_bank,2,0.436835527420044,0.0535714291036129
MOL_MOEA_v10_bank,2,0.482173889875412,0.0652173906564713
MOL_MOEA_v10_bank,2,0.939555823802948,0.25
MOL_MOEA_v10_bank,2,0.488084197044373,0.138461545109749
MOL_MOEA_v10_bank,2,0.849892437458038,0.491803288459778
MOL_MOEA_v10_bank,48,0.944244861602783,0.239999994635582
MOL_MOEA_v10_bank,48,0.919965267181396,0.294117659330368
MOL_MOEA_v10_bank,48,0.889483153820038,0.386666655540466
MOL_MOEA_v10_bank,48,0.887468934059143,0.442857146263123
MOL_MOEA_v10_bank,48,0.882584512233734,0.449275374412537
MOL_MOEA_v10_bank,48,0.847155869007111,0.5573770403862
MOL_MOEA_v10_bank,48,0.822956919670105,0.655737698078156
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.802811682224274,0.0493827164173126
MOL_MOEA_v10_bank,48,0.739996492862701,0.569230794906616
MOL_MOEA_v10_bank,48,0.783057928085327,0.391891896724701
MOL_MOEA_v10_bank,48,0.439218372106552,0.546875
MOL_MOEA_v10_bank,48,0.624645173549652,0.383561640977859
MOL_MOEA_v10_bank,48,0.729651689529419,0.328767120838165
MOL_MOEA_v10_bank,48,0.559777140617371,0.326923072338104
MOL_MOEA_v10_bank,48,0.662358224391937,0.157142862677574
MOL_MOEA_v10_bank,48,0.567030012607574,0.302631586790085
MOL_MOEA_v10_bank,48,0.70461642742157,0.134831458330154
MOL_MOEA_v10_bank,48,0.552205979824066,0.193548381328583
MOL_MOEA_v10_bank,48,0.547607421875,0.301886796951294
MOL_MOEA_v10_bank,48,0.58574777841568,0.118279568850994
MOL_MOEA_v10_bank,48,0.657882630825043,0.100000001490116
MOL_MOEA_v10_bank,48,0.583637833595276,0.14634145796299
MOL_MOEA_v10_bank,48,0.669802069664001,0.095238097012043
MOL_MOEA_v10_bank,48,0.548649549484253,0.101123593747616
MOL_MOEA_v10_bank,48,0.526904463768005,0.194805189967155
MOL_MOEA_v10_bank,48,0.58595883846283,0.095238097012043
MOL_MOEA_v10_bank,48,0.277013629674911,0.294117659330368
MOL_MOEA_v10_bank,48,0.499839335680008,0.10810811072588
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.378517270088196,0.148148149251938
MOL_MOEA_v10_bank,48,0.54004180431366,0.0641025677323341
MOL_MOEA_v10_bank,48,0.377954572439194,0.170731708407402
MOL_MOEA_v10_bank,48,0.526503384113312,0.0860215052962303
MOL_MOEA_v10_bank,48,0.51249361038208,0.09375
MOL_MOEA_v10_bank,48,0.570812582969666,0.0483870953321457
MOL_MOEA_v10_bank,48,0.498226940631866,0.088607594370842
MOL_MOEA_v10_bank,48,0.569219946861267,0.0317460335791111
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.465148627758026,0.0806451588869095
MOL_MOEA_v10_bank,48,0.774953186511993,0.596774220466614
MOL_MOEA_v10_bank,48,0.47785359621048,0.0655737668275833
MOL_MOEA_v10_bank,48,0.426411390304565,0.085365854203701
MOL_MOEA_v10_bank,48,0.48041757941246,0.0483870953321457
MOL_MOEA_v10_bank,48,0.462749689817429,0.0491803288459778
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.766533970832825,0.627118647098541
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.882584512233734,0.449275374412537
MOL_MOEA_v10_bank,48,0.768270492553711,0.450704216957092
MOL_MOEA_v10_bank,48,0.944244861602783,0.239999994635582
MOL_MOEA_v10_bank,48,0.94514936208725,0.177215188741684
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.944244861602783,0.239999994635582
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.465148627758026,0.0806451588869095
MOL_MOEA_v10_bank,48,0.465148627758026,0.0806451588869095
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.640804708003998,0.106666669249535
MOL_MOEA_v10_bank,48,0.547607421875,0.301886796951294
MOL_MOEA_v10_bank,48,0.774278283119202,0.108695648610592
MOL_MOEA_v10_bank,48,0.919965267181396,0.294117659330368
MOL_MOEA_v10_bank,48,0.429547071456909,0.262499988079071
MOL_MOEA_v10_bank,48,0.889483153820038,0.386666655540466
MOL_MOEA_v10_bank,48,0.76204639673233,0.540983617305756
MOL_MOEA_v10_bank,48,0.673470795154572,0.119999997317791
MOL_MOEA_v10_bank,48,0.448182851076126,0.10989011079073
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.499175727367401,0.10810811072588
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.709583520889282,0.095238097012043
MOL_MOEA_v10_bank,48,0.460504800081253,0.085365854203701
MOL_MOEA_v10_bank,48,0.559777140617371,0.326923072338104
MOL_MOEA_v10_bank,48,0.522196769714355,0.0655737668275833
MOL_MOEA_v10_bank,48,0.563199937343597,0.157894730567932
MOL_MOEA_v10_bank,48,0.753567636013031,0.16666667163372
MOL_MOEA_v10_bank,48,0.660408437252045,0.119047619402409
MOL_MOEA_v10_bank,48,0.451781272888184,0.0641025677323341
MOL_MOEA_v10_bank,48,0.782746136188507,0.107526883482933
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.536821305751801,0.09375
MOL_MOEA_v10_bank,48,0.751515626907349,0.119047619402409
MOL_MOEA_v10_bank,48,0.465148627758026,0.0806451588869095
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.508465766906738,0.126984134316444
MOL_MOEA_v10_bank,48,0.74604207277298,0.209302321076393
MOL_MOEA_v10_bank,48,0.847155869007111,0.5573770403862
MOL_MOEA_v10_bank,48,0.758460462093353,0.709090888500214
MOL_MOEA_v10_bank,48,0.469738751649857,0.078125
MOL_MOEA_v10_bank,48,0.465148627758026,0.0806451588869095
MOL_MOEA_v10_bank,48,0.749932050704956,1
MOL_MOEA_v10_bank,48,0.648888528347015,0.311688303947449
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.923378884792328,0.106060609221458
MOL_MOEA_v10_bank,69,0.915584087371826,0.111111111938953
MOL_MOEA_v10_bank,69,0.903736889362335,0.120689652860165
MOL_MOEA_v10_bank,69,0.883195102214813,0.137931033968925
MOL_MOEA_v10_bank,69,0.862038135528564,0.538461565971375
MOL_MOEA_v10_bank,69,0.838696002960205,0.65625
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.919361889362335,0.09375
MOL_MOEA_v10_bank,69,0.736550688743591,0.636363625526428
MOL_MOEA_v10_bank,69,0.918390393257141,0.106060609221458
MOL_MOEA_v10_bank,69,0.724841058254242,0.196078434586525
MOL_MOEA_v10_bank,69,0.829566240310669,0.0793650820851326
MOL_MOEA_v10_bank,69,0.717499136924744,0.340909093618393
MOL_MOEA_v10_bank,69,0.67203950881958,0.173076927661896
MOL_MOEA_v10_bank,69,0.694968998432159,0.0535714291036129
MOL_MOEA_v10_bank,69,0.661040902137756,0.0909090936183929
MOL_MOEA_v10_bank,69,0.450062423944473,0.171428576111794
MOL_MOEA_v10_bank,69,0.663996577262878,0.0615384615957737
MOL_MOEA_v10_bank,69,0.588410973548889,0.0645161271095276
MOL_MOEA_v10_bank,69,0.831424653530121,0.65625
MOL_MOEA_v10_bank,69,0.587510347366333,0.0754716992378235
MOL_MOEA_v10_bank,69,0.641680121421814,0.0508474558591843
MOL_MOEA_v10_bank,69,0.402426660060883,0.103448279201984
MOL_MOEA_v10_bank,69,0.572991192340851,0.0810810774564743
MOL_MOEA_v10_bank,69,0.540408790111542,0.0816326513886452
MOL_MOEA_v10_bank,69,0.572595238685608,0.0757575780153275
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.520513653755188,0.0810810774564743
MOL_MOEA_v10_bank,69,0.904872179031372,0.0967741906642914
MOL_MOEA_v10_bank,69,0.831424653530121,0.65625
MOL_MOEA_v10_bank,69,0.51305079460144,0.0789473652839661
MOL_MOEA_v10_bank,69,0.560593008995056,0.0746268630027771
MOL_MOEA_v10_bank,69,0.524375557899475,0.072727270424366
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.546667873859406,0.0158730167895555
MOL_MOEA_v10_bank,69,0.508446037769318,0.0638297870755196
MOL_MOEA_v10_bank,69,0.497101813554764,0.0714285746216774
MOL_MOEA_v10_bank,69,0.521863400936127,0.0500000007450581
MOL_MOEA_v10_bank,69,0.463082045316696,0.0576923079788685
MOL_MOEA_v10_bank,69,0.414905369281769,0.061224490404129
MOL_MOEA_v10_bank,69,0.478987812995911,0.0454545468091965
MOL_MOEA_v10_bank,69,0.917672574520111,0.09375
MOL_MOEA_v10_bank,69,0.454125672578812,0.030303031206131
MOL_MOEA_v10_bank,69,0.477963894605637,0.0196078438311815
MOL_MOEA_v10_bank,69,0.445447772741318,0.0384615398943424
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.784632980823517,0.65625
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.883195102214813,0.137931033968925
MOL_MOEA_v10_bank,69,0.917672574520111,0.09375
MOL_MOEA_v10_bank,69,0.925361275672913,0.102941177785397
MOL_MOEA_v10_bank,69,0.831424653530121,0.65625
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.904872179031372,0.0967741906642914
MOL_MOEA_v10_bank,69,0.904872179031372,0.0967741906642914
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.736550688743591,0.636363625526428
MOL_MOEA_v10_bank,69,0.445295870304108,0.0784313753247261
MOL_MOEA_v10_bank,69,0.646448969841003,0.070175439119339
MOL_MOEA_v10_bank,69,0.887022495269775,0.135593220591545
MOL_MOEA_v10_bank,69,0.532403528690338,0.0689655169844627
MOL_MOEA_v10_bank,69,0.498833119869232,0.119999997317791
MOL_MOEA_v10_bank,69,0.862038135528564,0.538461565971375
MOL_MOEA_v10_bank,69,0.55522346496582,0.0961538478732109
MOL_MOEA_v10_bank,69,0.552369892597198,0.0895522385835648
MOL_MOEA_v10_bank,69,0.917672574520111,0.09375
MOL_MOEA_v10_bank,69,0.903736889362335,0.120689652860165
MOL_MOEA_v10_bank,69,0.474072396755219,0.0344827584922314
MOL_MOEA_v10_bank,69,0.486010998487473,0.0178571436554193
MOL_MOEA_v10_bank,69,0.465988159179688,0.0322580635547638
MOL_MOEA_v10_bank,69,0.43286070227623,0.0425531901419163
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.917672574520111,0.09375
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.625256836414337,0.0750000029802322
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.528904676437378,0.0434782616794109
MOL_MOEA_v10_bank,69,0.928526639938354,0.078125
MOL_MOEA_v10_bank,69,0.442087918519974,0.0545454546809196
MOL_MOEA_v10_bank,69,0.821271896362305,0.25
MOL_MOEA_v10_bank,69,0.731321036815643,0.0555555559694767
MOL_MOEA_v10_bank,69,0.917672574520111,0.09375
MOL_MOEA_v10_bank,69,0.532244324684143,0.0975609719753265
MOL_MOEA_v10_bank,69,0.518026888370514,0.0961538478732109
MOL_MOEA_v10_bank,69,0.773276567459106,0.0563380271196365
MOL_MOEA_v10_bank,69,0.510475695133209,0.0862068980932236
MOL_MOEA_v10_bank,69,0.929763376712799,0.078125
MOL_MOEA_v10_bank,69,0.594929456710815,0.0447761192917824
MOL_MOEA_v10_bank,69,0.569496273994446,0.100000001490116
MOL_MOEA_v10_bank,69,0.456609100103378,0.300000011920929
MOL_MOEA_v10_bank,69,0.763605535030365,0.0869565233588219
MOL_MOEA_v10_bank,69,0.444345057010651,0.0285714287310839
MOL_MOEA_v10_bank,69,0.444345057010651,0.0285714287310839
MOL_MOEA_v10_bank,69,0.862038135528564,0.538461565971375
MOL_MOEA_v10_bank,69,0.503782689571381,0
MOL_MOEA_v10_bank,69,0.743871986865997,1
MOL_MOEA_v10_bank,69,0.730295300483704,0.204081639647484
MOL_MOEA_v10_bank,69,0.540408790111542,0.0816326513886452
MOL_MOEA_v10_bank,139,0.918652832508087,0.255813956260681
MOL_MOEA_v10_bank,139,0.903497397899628,0.333333343267441
MOL_MOEA_v10_bank,139,0.900511503219604,0.363636374473572
MOL_MOEA_v10_bank,139,0.866270124912262,0.444444447755814
MOL_MOEA_v10_bank,139,0.8014235496521,0.5
MOL_MOEA_v10_bank,139,0.798681557178497,0.571428596973419
MOL_MOEA_v10_bank,139,0.751390933990479,0.714285731315613
MOL_MOEA_v10_bank,139,0.711168348789215,0.740740716457367
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.899537444114685,0.363636374473572
MOL_MOEA_v10_bank,139,0.683391928672791,0.484848499298096
MOL_MOEA_v10_bank,139,0.765624344348907,0.0526315793395042
MOL_MOEA_v10_bank,139,0.686553597450256,0.0754716992378235
MOL_MOEA_v10_bank,139,0.73292076587677,0.0666666701436043
MOL_MOEA_v10_bank,139,0.623351573944092,0.297297298908234
MOL_MOEA_v10_bank,139,0.620757579803467,0.454545468091965
MOL_MOEA_v10_bank,139,0.719306647777557,0.0500000007450581
MOL_MOEA_v10_bank,139,0.59638237953186,0.454545468091965
MOL_MOEA_v10_bank,139,0.615886390209198,0.0731707289814949
MOL_MOEA_v10_bank,139,0.641562759876251,0.0333333350718021
MOL_MOEA_v10_bank,139,0.523025512695312,0.21875
MOL_MOEA_v10_bank,139,0.48423957824707,0.275862067937851
MOL_MOEA_v10_bank,139,0.583933353424072,0.0714285746216774
MOL_MOEA_v10_bank,139,0.438538700342178,0.200000002980232
MOL_MOEA_v10_bank,139,0.571836829185486,0.0645161271095276
MOL_MOEA_v10_bank,139,0.378335952758789,0.243902444839478
MOL_MOEA_v10_bank,139,0.512383162975311,0.138888895511627
MOL_MOEA_v10_bank,139,0.415334194898605,0.21875
MOL_MOEA_v10_bank,139,0.435546576976776,0.192307695746422
MOL_MOEA_v10_bank,139,0.462021350860596,0.0857142880558968
MOL_MOEA_v10_bank,139,0.569551169872284,0.0615384615957737
MOL_MOEA_v10_bank,139,0.278593331575394,0.238095238804817
MOL_MOEA_v10_bank,139,0.439022541046143,0.0930232554674149
MOL_MOEA_v10_bank,139,0.421126276254654,0.138888895511627
MOL_MOEA_v10_bank,139,0.410201787948608,0.179487183690071
MOL_MOEA_v10_bank,139,0.501423835754395,0.0377358496189117
MOL_MOEA_v10_bank,139,0.436564564704895,0.0909090936183929
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.559895753860474,0.0169491525739431
MOL_MOEA_v10_bank,139,0.418666809797287,0.135135129094124
MOL_MOEA_v10_bank,139,0.415390968322754,0.137254908680916
MOL_MOEA_v10_bank,139,0.918652832508087,0.255813956260681
MOL_MOEA_v10_bank,139,0.711168348789215,0.740740716457367
MOL_MOEA_v10_bank,139,0.866270124912262,0.444444447755814
MOL_MOEA_v10_bank,139,0.8014235496521,0.5
MOL_MOEA_v10_bank,139,0.388394176959991,0.117647059261799
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.711168348789215,0.740740716457367
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.902821838855743,0.333333343267441
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.922226548194885,0.145454540848732
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.400312483310699,0.0909090936183929
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.343048363924026,0.294117659330368
MOL_MOEA_v10_bank,139,0.429883539676666,0.209302321076393
MOL_MOEA_v10_bank,139,0.388394176959991,0.117647059261799
MOL_MOEA_v10_bank,139,0.62390798330307,0.484848499298096
MOL_MOEA_v10_bank,139,0.529476761817932,0.0943396240472794
MOL_MOEA_v10_bank,139,0.512682974338531,0.282608687877655
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.661948263645172,0.111111111938953
MOL_MOEA_v10_bank,139,0.548201978206635,0.0149253727868199
MOL_MOEA_v10_bank,139,0.918652832508087,0.255813956260681
MOL_MOEA_v10_bank,139,0.412619769573212,0.20833332836628
MOL_MOEA_v10_bank,139,0.8014235496521,0.5
MOL_MOEA_v10_bank,139,0.465703994035721,0.0714285746216774
MOL_MOEA_v10_bank,139,0.708111882209778,0.340909093618393
MOL_MOEA_v10_bank,139,0.661591649055481,0.0566037744283676
MOL_MOEA_v10_bank,139,0.271516293287277,0.235294118523598
MOL_MOEA_v10_bank,139,0.370274603366852,0.1875
MOL_MOEA_v10_bank,139,0.720553874969482,0.078125
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.918652832508087,0.255813956260681
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.751390933990479,0.714285731315613
MOL_MOEA_v10_bank,139,0.388394176959991,0.117647059261799
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.388394176959991,0.117647059261799
MOL_MOEA_v10_bank,139,0.8014235496521,0.5
MOL_MOEA_v10_bank,139,0.439966201782227,0.128205135464668
MOL_MOEA_v10_bank,139,0.681128084659576,0.0178571436554193
MOL_MOEA_v10_bank,139,0.561853528022766,0.0192307699471712
MOL_MOEA_v10_bank,139,0.798681557178497,0.571428596973419
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.708010852336884,1
MOL_MOEA_v10_bank,139,0.400312483310699,0.0909090936183929
MOL_MOEA_v10_bank,139,0.59263014793396,0.142857149243355
MOL_MOEA_v10_bank,139,0.388394176959991,0.117647059261799
MOL_MOEA_v10_bank,139,0.421126276254654,0.138888895511627
MOL_MOEA_v10_bank,139,0.684520184993744,0.14634145796299
MOL_MOEA_v10_bank,139,0.750161111354828,0.239130437374115
MOL_MOEA_v10_bank,139,0.415390968322754,0.137254908680916
MOL_MOEA_v10_bank,191,0.937128603458405,0.346938788890839
MOL_MOEA_v10_bank,191,0.896068930625916,0.425531923770905
MOL_MOEA_v10_bank,191,0.882524073123932,0.446808516979218
MOL_MOEA_v10_bank,191,0.846779406070709,0.560975611209869
MOL_MOEA_v10_bank,191,0.787267982959747,0.589743614196777
MOL_MOEA_v10_bank,191,0.761602461338043,0.617647051811218
MOL_MOEA_v10_bank,191,0.728308141231537,1
MOL_MOEA_v10_bank,191,0.756021976470947,0.126984134316444
MOL_MOEA_v10_bank,191,0.46099528670311,0.214285716414452
MOL_MOEA_v10_bank,191,0.538857638835907,0.119999997317791
MOL_MOEA_v10_bank,191,0.609181463718414,0.0967741906642914
MOL_MOEA_v10_bank,191,0.555126667022705,0.100000001490116
MOL_MOEA_v10_bank,191,0.42150741815567,0.169230774044991
MOL_MOEA_v10_bank,191,0.713557124137878,0.0689655169844627
MOL_MOEA_v10_bank,191,0.595733642578125,0.095238097012043
MOL_MOEA_v10_bank,191,0.624081134796143,0.0666666701436043
MOL_MOEA_v10_bank,191,0.67489629983902,0.0483870953321457
MOL_MOEA_v10_bank,191,0.42267718911171,0.113636367022991
MOL_MOEA_v10_bank,191,0.937128603458405,0.346938788890839
MOL_MOEA_v10_bank,191,0.403648108243942,0.0888888910412788
MOL_MOEA_v10_bank,191,0.520554840564728,0.0681818202137947
MOL_MOEA_v10_bank,191,0.515218019485474,0.0851063802838326
MOL_MOEA_v10_bank,191,0.59905868768692,0.0655737668275833
MOL_MOEA_v10_bank,191,0.621412098407745,0.0615384615957737
MOL_MOEA_v10_bank,191,0.619188964366913,0.0506329126656055
MOL_MOEA_v10_bank,191,0.498262912034988,0.0625
MOL_MOEA_v10_bank,191,0.470355868339539,0.073529414832592
MOL_MOEA_v10_bank,191,0.459227740764618,0.0833333358168602
MOL_MOEA_v10_bank,191,0.763673722743988,0.575757563114166
MOL_MOEA_v10_bank,191,0.558029055595398,0.0508474558591843
MOL_MOEA_v10_bank,191,0.51089334487915,0.0384615398943424
