run,file,nSnaps,successFinal,successAny,hvFinal,hvMax,bestQED,bestSim,validFrac,simEq1Count,leadLikeQED,maxQED_at_sim_ge_thr,maxSim_at_qed_ge_thr,countSim_ge_thr,countQED_ge_thr,countBoth
1,MOL_MOEA_v10_bank_DDProblem1_M2_D256_1.mat,26,0,0,0.806323063356979,0.806323063356979,0.876882255077362,1,1,20,0.711342990398407,0.867488086223602,NaN,35,0,0
2,MOL_MOEA_v10_bank_DDProblem1_M2_D256_2.mat,26,0,0,0.864340653124952,0.864340653124952,0.946049690246582,1,1,4,0.755569994449615,0.874987423419952,0.353846162557602,24,21,0
3,MOL_MOEA_v10_bank_DDProblem1_M2_D256_3.mat,26,1,1,0.852579234831893,0.852579234831893,0.933061420917511,1,1,1,0.749667167663574,0.933061420917511,0.532258093357086,100,98,98
4,MOL_MOEA_v10_bank_DDProblem1_M2_D256_4.mat,26,1,1,0.868617639054966,0.876463448407241,0.907193243503571,1,1,4,0.754759788513184,0.907193243503571,0.49230769276619,100,89,89
5,MOL_MOEA_v10_bank_DDProblem1_M2_D256_5.mat,26,1,1,0.875866152564342,0.875866152564342,0.923761427402496,1,1,2,0.78674727678299,0.923761427402496,0.571428596973419,100,95,95
6,MOL_MOEA_v10_bank_DDProblem1_M2_D256_6.mat,26,1,1,0.846543277045733,0.851025203134336,0.905243933200836,1,1,2,0.719673633575439,0.905243933200836,0.41071429848671,100,94,94
7,MOL_MOEA_v10_bank_DDProblem1_M2_D256_7.mat,26,1,1,0.837392588313602,0.845872086640047,0.900714576244354,1,1,1,0.750775992870331,0.900714576244354,0.409090906381607,100,91,91
8,MOL_MOEA_v10_bank_DDProblem1_M2_D256_8.mat,26,1,1,0.882669096795251,0.898365596738405,0.909776508808136,1,1,1,0.785267114639282,0.909776508808136,0.661290347576141,100,96,96
9,MOL_MOEA_v10_bank_DDProblem1_M2_D256_9.mat,26,1,1,0.860666258924066,0.86404115343144,0.906557738780975,1,1,4,0.779753386974335,0.906557738780975,0.441860467195511,100,92,92
10,MOL_MOEA_v10_bank_DDProblem1_M2_D256_10.mat,26,1,1,0.868857635718342,0.875769575906503,0.931173503398895,1,1,1,0.792693793773651,0.931173503398895,0.550000011920929,100,99,99
11,MOL_MOEA_v10_bank_DDProblem1_M2_D256_11.mat,26,1,1,0.864989022182073,0.869054357179948,0.928120672702789,1,1,1,0.724696457386017,0.928120672702789,0.689655184745789,100,99,99
12,MOL_MOEA_v10_bank_DDProblem1_M2_D256_12.mat,26,0,0,0.860231497624278,0.860231497624278,0.92575740814209,1,1,6,0.740907430648804,0.895546913146973,0.352112680673599,29,10,0
13,MOL_MOEA_v10_bank_DDProblem1_M2_D256_13.mat,26,1,1,0.857188031841646,0.857188031841646,0.927820920944214,1,1,1,0.739252746105194,0.91338711977005,0.5,84,81,80
14,MOL_MOEA_v10_bank_DDProblem1_M2_D256_14.mat,26,1,1,0.864007799037815,0.872225729787047,0.910421371459961,1,1,1,0.744353234767914,0.910421371459961,0.53658539056778,100,94,94
15,MOL_MOEA_v10_bank_DDProblem1_M2_D256_15.mat,26,1,1,0.839035717748452,0.843484713628584,0.909091889858246,1,1,3,0.752587378025055,0.909091889858246,0.546875,100,96,96
16,MOL_MOEA_v10_bank_DDProblem1_M2_D256_16.mat,26,1,1,0.873028068518728,0.87321703422978,0.927913308143616,1,1,1,0.770853757858276,0.927913308143616,0.52542370557785,100,95,95
17,MOL_MOEA_v10_bank_DDProblem1_M2_D256_17.mat,26,1,1,0.85811112251546,0.859027205056773,0.907856464385986,1,1,2,0.731674194335938,0.907856464385986,0.645161271095276,100,95,95
18,MOL_MOEA_v10_bank_DDProblem1_M2_D256_18.mat,26,1,1,0.821736236244394,0.831405786739138,0.907754480838776,1,1,1,0.704633772373199,0.907754480838776,0.4375,100,92,92
19,MOL_MOEA_v10_bank_DDProblem1_M2_D256_19.mat,26,1,1,0.82724875844384,0.838075287278167,0.918841898441315,1,1,1,0.73690140247345,0.918841898441315,0.434210538864136,100,97,97
20,MOL_MOEA_v10_bank_DDProblem1_M2_D256_20.mat,26,1,1,0.860397898277061,0.860397898277061,0.928930342197418,1,1,1,0.771488189697266,0.928930342197418,0.537037014961243,100,98,98
21,MOL_MOEA_v10_bank_DDProblem1_M2_D256_21.mat,26,1,1,0.862482371069081,0.862482371069081,0.920892238616943,1,1,1,0.767935872077942,0.920892238616943,0.618181824684143,100,99,99
22,MOL_MOEA_v10_bank_DDProblem1_M2_D256_22.mat,26,1,1,0.872547936292484,0.872547936292484,0.931771814823151,1,1,1,0.772033631801605,0.931771814823151,0.666666686534882,100,99,99
23,MOL_MOEA_v10_bank_DDProblem1_M2_D256_23.mat,26,1,1,0.855591812616776,0.857933657866402,0.928869247436523,1,1,3,0.714283764362335,0.928869247436523,0.426470577716827,100,94,94
24,MOL_MOEA_v10_bank_DDProblem1_M2_D256_24.mat,26,1,1,0.865336181500041,0.865336181500041,0.920302093029022,1,1,1,0.780242919921875,0.920302093029022,0.454545468091965,100,92,92
